"ID","External ID","Name","Type","Step ID","Is Completed"
"466378262400876","2153294-79884142-expense","Report Expenses","expense","466378261700595","Yes"
"466378262400877","2153294-79884223-arrived","Arrived at Stop","arrived","466378261700596","No"
"466378262400878","2153294-79884223-pickupAtRamp","Pickup Ramp","pickupAtRamp","466378261700596","No"
"466378262400879","2153294-79884223-reportJ1","J1 Report","reportJ1","466378261700596","No"
"466378262400880","2153294-79884223-departed","Departed from Stop","departed","466378261700596","No"
"466378262400881","2004940-79884224-arrived","Arrived at Stop","arrived","466378261700597","No"
"466378262400882","2004940-79884224-dropLoaded","Drop Loaded","dropLoaded","466378261700597","No"
"466378262400883","2004940-79884224-paperworkReference","Paperwork","paperworkReference","466378261700597","No"
"466378262400884","2004940-79884224-departed","Departed from Stop","departed","466378261700597","No"
"466378262400885","2004940-79884224-expense","Report Expenses","expense","466378261700597","No"
"466378262400886","2153294-79884179-arrived","Arrived at Stop","arrived","466378261700598","No"
"466378262400887","2153294-79884179-pickupAtRamp","Pickup Ramp","pickupAtRamp","466378261700598","No"
"466378262400888","2153294-79884179-reportJ1","J1 Report","reportJ1","466378261700598","No"
"466378262400889","2153294-79884179-departed","Departed from Stop","departed","466378261700598","No"
"466378262400890","2004940-79884180-arrived","Arrived at Stop","arrived","466378261700599","No"
"466378262400891","2004940-79884180-dropLoaded","Drop Loaded","dropLoaded","466378261700599","No"
"466378262400892","2004940-79884180-paperworkReference","Paperwork","paperworkReference","466378261700599","No"
"466378262400893","2004940-79884180-departed","Departed from Stop","departed","466378261700599","No"
"466378262400894","2004940-79884180-expense","Report Expenses","expense","466378261700599","No"
"466378262400895","2153294-79884190-arrived","Arrived at Stop","arrived","466378261700600","No"
"466378262400896","2153294-79884190-pickupAtRamp","Pickup Ramp","pickupAtRamp","466378261700600","No"
"466378262400897","2153294-79884190-reportJ1","J1 Report","reportJ1","466378261700600","No"
"466378262400898","2153294-79884190-departed","Departed from Stop","departed","466378261700600","No"
"466378262400899","2004940-79884191-arrived","Arrived at Stop","arrived","466378261700601","No"
"466378262400900","2004940-79884191-dropLoaded","Drop Loaded","dropLoaded","466378261700601","No"
"466378262400901","2004940-79884191-paperworkReference","Paperwork","paperworkReference","466378261700601","No"
"466378262400902","2004940-79884191-departed","Departed from Stop","departed","466378261700601","No"
"466378262400903","2004940-79884191-expense","Report Expenses","expense","466378261700601","No"
"466378262400904","2153294-79884204-arrived","Arrived at Stop","arrived","466378261700602","No"
"466378262400905","2153294-79884204-pickupAtRamp","Pickup Ramp","pickupAtRamp","466378261700602","No"
"466378262400906","2153294-79884204-reportJ1","J1 Report","reportJ1","466378261700602","No"
"466378262400907","2153294-79884204-departed","Departed from Stop","departed","466378261700602","No"
"466378262400908","2004940-79884205-arrived","Arrived at Stop","arrived","466378261700603","No"
"466378262400909","2004940-79884205-dropLoaded","Drop Loaded","dropLoaded","466378261700603","No"
"466378262400910","2004940-79884205-paperworkReference","Paperwork","paperworkReference","466378261700603","No"
"466378262400911","2004940-79884205-departed","Departed from Stop","departed","466378261700603","No"
"466378262400912","2004940-79884205-expense","Report Expenses","expense","466378261700603","No"
"466378262400913","2004940-79884235-arrived","Arrived at Stop","arrived","466378261700604","Yes"
"466378262400914","2004940-79884235-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700604","Yes"
"466378262400915","2004940-79884235-departed","Departed from Stop","departed","466378261700604","Yes"
"466378262400916","2153294-79884236-arrived","Arrived at Stop","arrived","466378261700605","Yes"
"466378262400917","2153294-79884236-dropAtRamp","Drop Ramp","dropAtRamp","466378261700605","Yes"
"466378262400918","2153294-79884236-paperworkReference","Paperwork","paperworkReference","466378261700605","Yes"
"466378262400919","2153294-79884236-departed","Departed from Stop","departed","466378261700605","Yes"
"466378262400920","2153294-79884236-expense","Report Expenses","expense","466378261700605","No"
"466378262400921","2153294-79884245-arrived","Arrived at Stop","arrived","466378261700606","No"
"466378262400922","2153294-79884245-pickupAtRamp","Pickup Ramp","pickupAtRamp","466378261700606","No"
"466378262400923","2153294-79884245-reportJ1","J1 Report","reportJ1","466378261700606","No"
"466378262400924","2153294-79884245-departed","Departed from Stop","departed","466378261700606","No"
"466378262400925","2004940-79884246-arrived","Arrived at Stop","arrived","466378261700607","No"
"466378262400926","2004940-79884246-dropLoaded","Drop Loaded","dropLoaded","466378261700607","No"
"466378262400927","2004940-79884246-paperworkReference","Paperwork","paperworkReference","466378261700607","No"
"466378262400928","2004940-79884246-departed","Departed from Stop","departed","466378261700607","No"
"466378262400929","2004940-79884246-expense","Report Expenses","expense","466378261700607","No"
"466378262400930","46116-79889037-arrived","Arrived at Stop","arrived","466378261700608","Yes"
"466378262400931","46116-79889037-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700608","Yes"
"466378262400932","46116-79889037-departed","Departed from Stop","departed","466378261700608","Yes"
"466378262400933","174064-79889038-arrived","Arrived at Stop","arrived","466378261700609","Yes"
"466378262400934","174064-79889038-dropLoaded","Drop Loaded","dropLoaded","466378261700609","Yes"
"466378262400935","174064-79889038-paperworkReference","Paperwork","paperworkReference","466378261700609","Yes"
"466378262400936","174064-79889038-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700609","Yes"
"466378262400937","174064-79889038-departed","Departed from Stop","departed","466378261700609","Yes"
"466378262400938","174064-79889038-expense","Report Expenses","expense","466378261700609","No"
"466378262400939","46116-79889032-arrived","Arrived at Stop","arrived","466378261700610","Yes"
"466378262400940","46116-79889032-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700610","Yes"
"466378262400941","46116-79889032-departed","Departed from Stop","departed","466378261700610","Yes"
"466378262400942","174064-79889033-arrived","Arrived at Stop","arrived","466378261700611","Yes"
"466378262400943","174064-79889033-dropLoaded","Drop Loaded","dropLoaded","466378261700611","Yes"
"466378262400944","174064-79889033-paperworkReference","Paperwork","paperworkReference","466378261700611","Yes"
"466378262400945","174064-79889033-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700611","Yes"
"466378262400946","174064-79889033-departed","Departed from Stop","departed","466378261700611","Yes"
"466378262400947","174064-79889033-expense","Report Expenses","expense","466378261700611","No"
"466378262400948","46116-79889039-arrived","Arrived at Stop","arrived","466378261700612","Yes"
"466378262400949","46116-79889039-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700612","Yes"
"466378262400950","46116-79889039-departed","Departed from Stop","departed","466378261700612","Yes"
"466378262400951","174064-79889040-arrived","Arrived at Stop","arrived","466378261700613","Yes"
"466378262400952","174064-79889040-dropLoaded","Drop Loaded","dropLoaded","466378261700613","Yes"
"466378262400953","174064-79889040-paperworkReference","Paperwork","paperworkReference","466378261700613","Yes"
"466378262400954","174064-79889040-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700613","Yes"
"466378262400955","174064-79889040-departed","Departed from Stop","departed","466378261700613","Yes"
"466378262400956","174064-79889040-expense","Report Expenses","expense","466378261700613","Yes"
"466378262400957","46116-79889041-arrived","Arrived at Stop","arrived","466378261700614","Yes"
"466378262400958","46116-79889041-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700614","Yes"
"466378262400959","46116-79889041-departed","Departed from Stop","departed","466378261700614","Yes"
"466378262400960","174064-79889042-arrived","Arrived at Stop","arrived","466378261700615","Yes"
"466378262400961","174064-79889042-dropLoaded","Drop Loaded","dropLoaded","466378261700615","Yes"
"466378262400962","174064-79889042-paperworkReference","Paperwork","paperworkReference","466378261700615","Yes"
"466378262400963","174064-79889042-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700615","Yes"
"466378262400964","174064-79889042-departed","Departed from Stop","departed","466378261700615","Yes"
"466378262400965","174064-79889042-expense","Report Expenses","expense","466378261700615","No"
"466378262400966","136833-79889057-arrived","Arrived at Stop","arrived","466378261700616","No"
"466378262400967","136833-79889057-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","466378261700616","No"
"466378262400968","136833-79889057-pickupEmpty","Pickup Empty","pickupEmpty","466378261700616","No"
"466378262400969","136833-79889057-departed","Departed from Stop","departed","466378261700616","No"
"466378262400970","2209376-79889058-arrived","Arrived at Stop","arrived","466378261700617","No"
"466378262400971","2209376-79889058-dropEmpty","Drop Empty","dropEmpty","466378261700617","No"
"466378262400972","2209376-79889058-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","466378261700617","No"
"466378262400973","2209376-79889058-paperworkReference","Paperwork","paperworkReference","466378261700617","No"
"466378262400974","2209376-79889058-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700617","No"
"466378262400975","2209376-79889058-departed","Departed from Stop","departed","466378261700617","No"
"466378262400976","2209376-79889058-expense","Report Expenses","expense","466378261700617","No"
"466378262400977","46116-79889064-arrived","Arrived at Stop","arrived","466378261700618","Yes"
"466378262400978","46116-79889064-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700618","Yes"
"466378262400979","46116-79889064-departed","Departed from Stop","departed","466378261700618","Yes"
"466378262400980","174064-79889065-arrived","Arrived at Stop","arrived","466378261700619","Yes"
"466378262400981","174064-79889065-dropLoaded","Drop Loaded","dropLoaded","466378261700619","Yes"
"466378262400982","174064-79889065-paperworkReference","Paperwork","paperworkReference","466378261700619","Yes"
"466378262400983","174064-79889065-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700619","Yes"
"466378262400984","174064-79889065-departed","Departed from Stop","departed","466378261700619","Yes"
"466378262400985","174064-79889065-expense","Report Expenses","expense","466378261700619","Yes"
"466378262400986","46116-79889031-arrived","Arrived at Stop","arrived","466378261700620","Yes"
"466378262400987","46116-79889031-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700620","Yes"
"466378262400988","46116-79889031-departed","Departed from Stop","departed","466378261700620","Yes"
"466378262400989","174064-79889034-arrived","Arrived at Stop","arrived","466378261700621","Yes"
"466378262400990","174064-79889034-dropLoaded","Drop Loaded","dropLoaded","466378261700621","Yes"
"466378262400991","174064-79889034-paperworkReference","Paperwork","paperworkReference","466378261700621","Yes"
"466378262400992","174064-79889034-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700621","Yes"
"466378262400993","174064-79889034-departed","Departed from Stop","departed","466378261700621","Yes"
"466378262400994","174064-79889034-expense","Report Expenses","expense","466378261700621","Yes"
"466378262400995","46116-79889035-arrived","Arrived at Stop","arrived","466378261700622","Yes"
"466378262400996","46116-79889035-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700622","Yes"
"466378262400997","46116-79889035-departed","Departed from Stop","departed","466378261700622","Yes"
"466378262400998","174064-79889036-arrived","Arrived at Stop","arrived","466378261700623","Yes"
"466378262400999","174064-79889036-dropLoaded","Drop Loaded","dropLoaded","466378261700623","Yes"
"466378262401000","174064-79889036-paperworkReference","Paperwork","paperworkReference","466378261700623","Yes"
"466378262401001","174064-79889036-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700623","Yes"
"466378262401002","174064-79889036-departed","Departed from Stop","departed","466378261700623","Yes"
"466378262401003","174064-79889036-expense","Report Expenses","expense","466378261700623","Yes"
"466378262401004","136833-79889047-arrived","Arrived at Stop","arrived","466378261700624","Yes"
"466378262401005","136833-79889047-pickupEmpty","Pickup Empty","pickupEmpty","466378261700624","Yes"
"466378262401006","136833-79889047-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","466378261700624","Yes"
"466378262401007","136833-79889047-departed","Departed from Stop","departed","466378261700624","Yes"
"466378262401008","2209376-79889048-arrived","Arrived at Stop","arrived","466378261700625","Yes"
"466378262401009","2209376-79889048-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","466378261700625","Yes"
"466378262401010","2209376-79889048-dropEmpty","Drop Empty","dropEmpty","466378261700625","Yes"
"466378262401011","2209376-79889048-paperworkReference","Paperwork","paperworkReference","466378261700625","Yes"
"466378262401012","2209376-79889048-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700625","Yes"
"466378262401013","2209376-79889048-departed","Departed from Stop","departed","466378261700625","Yes"
"466378262401014","2209376-79889048-expense","Report Expenses","expense","466378261700625","No"
"466378262401015","136833-79889056-arrived","Arrived at Stop","arrived","466378261700626","Yes"
"466378262401016","136833-79889056-pickupEmpty","Pickup Empty","pickupEmpty","466378261700626","Yes"
"466378262401017","136833-79889056-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","466378261700626","Yes"
"466378262401018","136833-79889056-departed","Departed from Stop","departed","466378261700626","Yes"
"466378262401019","2209376-79889055-arrived","Arrived at Stop","arrived","466378261700627","Yes"
"466378262401020","2209376-79889055-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","466378261700627","Yes"
"466378262401021","2209376-79889055-dropEmpty","Drop Empty","dropEmpty","466378261700627","Yes"
"466378262401022","2209376-79889055-paperworkReference","Paperwork","paperworkReference","466378261700627","Yes"
"466378262401023","2209376-79889055-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700627","Yes"
"466378262401024","2209376-79889055-departed","Departed from Stop","departed","466378261700627","Yes"
"466378262401025","2209376-79889055-expense","Report Expenses","expense","466378261700627","Yes"
"466378262401026","136833-79889053-arrived","Arrived at Stop","arrived","466378261700628","Yes"
"466378262401027","136833-79889053-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","466378261700628","Yes"
"466378262401028","136833-79889053-pickupEmpty","Pickup Empty","pickupEmpty","466378261700628","Yes"
"466378262401029","136833-79889053-departed","Departed from Stop","departed","466378261700628","Yes"
"466378262401030","2209376-79889054-arrived","Arrived at Stop","arrived","466378261700629","Yes"
"466378262401031","2209376-79889054-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","466378261700629","Yes"
"466378262401032","2209376-79889054-dropEmpty","Drop Empty","dropEmpty","466378261700629","Yes"
"466378262401033","2209376-79889054-paperworkReference","Paperwork","paperworkReference","466378261700629","Yes"
"466378262401034","2209376-79889054-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700629","Yes"
"466378262401035","2209376-79889054-departed","Departed from Stop","departed","466378261700629","Yes"
"466378262401036","2209376-79889054-expense","Report Expenses","expense","466378261700629","No"
"466378262401037","136833-79889045-arrived","Arrived at Stop","arrived","466378261700630","Yes"
"466378262401038","136833-79889045-pickupEmpty","Pickup Empty","pickupEmpty","466378261700630","Yes"
"466378262401039","136833-79889045-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","466378261700630","Yes"
"466378262401040","136833-79889045-departed","Departed from Stop","departed","466378261700630","Yes"
"466378262401041","2209376-79889046-arrived","Arrived at Stop","arrived","466378261700631","Yes"
"466378262401042","2209376-79889046-dropEmpty","Drop Empty","dropEmpty","466378261700631","Yes"
"466378262401043","2209376-79889046-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","466378261700631","Yes"
"466378262401044","2209376-79889046-paperworkReference","Paperwork","paperworkReference","466378261700631","Yes"
"466378262401045","2209376-79889046-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700631","Yes"
"466378262401046","2209376-79889046-departed","Departed from Stop","departed","466378261700631","Yes"
"466378262401047","2209376-79889046-expense","Report Expenses","expense","466378261700631","No"
"466378262401048","46116-79889043-arrived","Arrived at Stop","arrived","466378261700632","Yes"
"466378262401049","46116-79889043-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700632","Yes"
"466378262401050","46116-79889043-departed","Departed from Stop","departed","466378261700632","Yes"
"466378262401051","174064-79889044-arrived","Arrived at Stop","arrived","466378261700633","Yes"
"466378262401052","174064-79889044-dropLoaded","Drop Loaded","dropLoaded","466378261700633","Yes"
"466378262401053","174064-79889044-paperworkReference","Paperwork","paperworkReference","466378261700633","Yes"
"466378262401054","174064-79889044-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700633","Yes"
"466378262401055","174064-79889044-departed","Departed from Stop","departed","466378261700633","Yes"
"466378262401056","174064-79889044-expense","Report Expenses","expense","466378261700633","No"
"466378262401057","136833-79889049-arrived","Arrived at Stop","arrived","466378261700634","Yes"
"466378262401058","136833-79889049-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","466378261700634","Yes"
"466378262401059","136833-79889049-pickupEmpty","Pickup Empty","pickupEmpty","466378261700634","Yes"
"466378262401060","136833-79889049-departed","Departed from Stop","departed","466378261700634","Yes"
"466378262401061","2209376-79889050-arrived","Arrived at Stop","arrived","466378261700635","Yes"
"466378262401062","2209376-79889050-dropEmpty","Drop Empty","dropEmpty","466378261700635","Yes"
"466378262401063","2209376-79889050-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","466378261700635","Yes"
"466378262401064","2209376-79889050-paperworkReference","Paperwork","paperworkReference","466378261700635","Yes"
"466378262401065","2209376-79889050-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700635","Yes"
"466378262401066","2209376-79889050-departed","Departed from Stop","departed","466378261700635","Yes"
"466378262401067","2209376-79889050-expense","Report Expenses","expense","466378261700635","Yes"
"466378262401068","136833-79889051-arrived","Arrived at Stop","arrived","466378261700636","Yes"
"466378262401069","136833-79889051-pickupEmpty","Pickup Empty","pickupEmpty","466378261700636","Yes"
"466378262401070","136833-79889051-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","466378261700636","Yes"
"466378262401071","136833-79889051-departed","Departed from Stop","departed","466378261700636","Yes"
"466378262401072","2209376-79889052-arrived","Arrived at Stop","arrived","466378261700637","Yes"
"466378262401073","2209376-79889052-dropEmpty","Drop Empty","dropEmpty","466378261700637","Yes"
"466378262401074","2209376-79889052-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","466378261700637","Yes"
"466378262401075","2209376-79889052-paperworkReference","Paperwork","paperworkReference","466378261700637","Yes"
"466378262401076","2209376-79889052-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700637","Yes"
"466378262401077","2209376-79889052-departed","Departed from Stop","departed","466378261700637","Yes"
"466378262401078","2209376-79889052-expense","Report Expenses","expense","466378261700637","No"
"466378262401079","136833-79889059-arrived","Arrived at Stop","arrived","466378261700638","Yes"
"466378262401080","136833-79889059-pickupEmpty","Pickup Empty","pickupEmpty","466378261700638","Yes"
"466378262401081","136833-79889059-pickupCustomerLiveLoad","Pickup Customer Live Load","pickupCustomerLiveLoad","466378261700638","Yes"
"466378262401082","136833-79889059-departed","Departed from Stop","departed","466378261700638","Yes"
"466378262401083","2209376-79889060-arrived","Arrived at Stop","arrived","466378261700639","Yes"
"466378262401084","2209376-79889060-dropEmpty","Drop Empty","dropEmpty","466378261700639","Yes"
"466378262401085","2209376-79889060-dropCustomerLiveUnload","Drop Customer Live Unload","dropCustomerLiveUnload","466378261700639","Yes"
"466378262401086","2209376-79889060-paperworkReference","Paperwork","paperworkReference","466378261700639","Yes"
"466378262401087","2209376-79889060-natNalUpdate","Update NAT/NAL","natNalUpdate","466378261700639","Yes"
"466378262401088","2209376-79889060-departed","Departed from Stop","departed","466378261700639","Yes"
"466378262401089","2209376-79889060-expense","Report Expenses","expense","466378261700639","No"
"466378262401090","2004940-79889081-arrived","Arrived at Stop","arrived","466378261700640","Yes"
"466378262401091","2004940-79889081-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700640","Yes"
"466378262401092","2004940-79889081-departed","Departed from Stop","departed","466378261700640","Yes"
"466378262401093","2153294-79889082-arrived","Arrived at Stop","arrived","466378261700641","Yes"
"466378262401094","2153294-79889082-dropAtRamp","Drop Ramp","dropAtRamp","466378261700641","Yes"
"466378262401095","2153294-79889082-paperworkReference","Paperwork","paperworkReference","466378261700641","Yes"
"466378262401096","2153294-79889082-departed","Departed from Stop","departed","466378261700641","Yes"
"466378262401097","2153294-79889082-expense","Report Expenses","expense","466378261700641","No"
"466378262401098","2004940-79889096-arrived","Arrived at Stop","arrived","466378261700642","Yes"
"466378262401099","2004940-79889096-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700642","Yes"
"466378262401100","2004940-79889096-departed","Departed from Stop","departed","466378261700642","Yes"
"466378262401101","2153294-79889095-arrived","Arrived at Stop","arrived","466378261700643","Yes"
"466378262401102","2153294-79889095-dropAtRamp","Drop Ramp","dropAtRamp","466378261700643","Yes"
"466378262401103","2153294-79889095-paperworkReference","Paperwork","paperworkReference","466378261700643","Yes"
"466378262401104","2153294-79889095-departed","Departed from Stop","departed","466378261700643","Yes"
"466378262401105","2153294-79889095-expense","Report Expenses","expense","466378261700643","No"
"466378262401106","2004940-79889115-arrived","Arrived at Stop","arrived","466378261700644","Yes"
"466378262401107","2004940-79889115-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700644","Yes"
"466378262401108","2004940-79889115-departed","Departed from Stop","departed","466378261700644","Yes"
"466378262401109","2153294-79889116-arrived","Arrived at Stop","arrived","466378261700645","Yes"
"466378262401110","2153294-79889116-dropAtRamp","Drop Ramp","dropAtRamp","466378261700645","Yes"
"466378262401111","2153294-79889116-paperworkReference","Paperwork","paperworkReference","466378261700645","Yes"
"466378262401112","2153294-79889116-departed","Departed from Stop","departed","466378261700645","Yes"
"466378262401113","2153294-79889116-expense","Report Expenses","expense","466378261700645","No"
"466378262401114","2004940-79889091-arrived","Arrived at Stop","arrived","466378261700646","Yes"
"466378262401115","2004940-79889091-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700646","Yes"
"466378262401116","2004940-79889091-departed","Departed from Stop","departed","466378261700646","Yes"
"466378262401117","2153294-79889092-arrived","Arrived at Stop","arrived","466378261700647","Yes"
"466378262401118","2153294-79889092-dropAtRamp","Drop Ramp","dropAtRamp","466378261700647","Yes"
"466378262401119","2153294-79889092-paperworkReference","Paperwork","paperworkReference","466378261700647","Yes"
"466378262401120","2153294-79889092-departed","Departed from Stop","departed","466378261700647","Yes"
"466378262401121","2153294-79889092-expense","Report Expenses","expense","466378261700647","Yes"
"466378262401122","2153294-79889131-arrived","Arrived at Stop","arrived","466378261700648","No"
"466378262401123","2153294-79889131-pickupAtRamp","Pickup Ramp","pickupAtRamp","466378261700648","No"
"466378262401124","2153294-79889131-reportJ1","J1 Report","reportJ1","466378261700648","No"
"466378262401125","2153294-79889131-departed","Departed from Stop","departed","466378261700648","No"
"466378262401126","2004940-79889132-arrived","Arrived at Stop","arrived","466378261700649","No"
"466378262401127","2004940-79889132-dropLoaded","Drop Loaded","dropLoaded","466378261700649","No"
"466378262401128","2004940-79889132-paperworkReference","Paperwork","paperworkReference","466378261700649","No"
"466378262401129","2004940-79889132-departed","Departed from Stop","departed","466378261700649","No"
"466378262401130","2004940-79889132-expense","Report Expenses","expense","466378261700649","No"
"466378262401131","2004940-79889103-arrived","Arrived at Stop","arrived","466378261700650","Yes"
"466378262401132","2004940-79889103-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700650","Yes"
"466378262401133","2004940-79889103-departed","Departed from Stop","departed","466378261700650","Yes"
"466378262401134","2153294-79889104-arrived","Arrived at Stop","arrived","466378261700651","No"
"466378262401135","2153294-79889104-dropAtRamp","Drop Ramp","dropAtRamp","466378261700651","No"
"466378262401136","2153294-79889104-paperworkReference","Paperwork","paperworkReference","466378261700651","No"
"466378262401137","2153294-79889104-departed","Departed from Stop","departed","466378261700651","No"
"466378262401138","2153294-79889104-expense","Report Expenses","expense","466378261700651","No"
"466378262401139","2004940-79889107-arrived","Arrived at Stop","arrived","466378261700652","Yes"
"466378262401140","2004940-79889107-pickupLoadedTrailingUnit","Pickup Loaded Trailing Unit","pickupLoadedTrailingUnit","466378261700652","Yes"
"466378262401141","2004940-79889107-departed","Departed from Stop","departed","466378261700652","Yes"
"466378262401142","2153294-79889108-arrived","Arrived at Stop","arrived","466378261700653","Yes"
"466378262401143","2153294-79889108-dropAtRamp","Drop Ramp","dropAtRamp","466378261700653","Yes"
"466378262401144","2153294-79889108-paperworkReference","Paperwork","paperworkReference","466378261700653","Yes"
"466378262401145","2153294-79889108-departed","Departed from Stop","departed","466378261700653","Yes"
"466378262401146","2153294-79889108-expense","Report Expenses","expense","466378261700653","No"
"466378262401147","2153294-79889139-arrived","Arrived at Stop","arrived","466378261700654","No"
"466378262401148","2153294-79889139-pickupAtRamp","Pickup Ramp","pickupAtRamp","466378261700654","No"
"466378262401149","2153294-79889139-reportJ1","J1 Report","reportJ1","466378261700654","No"
"466378262401150","2153294-79889139-departed","Departed from Stop","departed","466378261700654","No"
"466378262401151","2004940-79889140-arrived","Arrived at Stop","arrived","466378261700655","No"
"466378262401152","2004940-79889140-dropLoaded","Drop Loaded","dropLoaded","466378261700655","No"
"466378262401153","2004940-79889140-paperworkReference","Paperwork","paperworkReference","466378261700655","No"
"466378262401154","2004940-79889140-departed","Departed from Stop","departed","466378261700655","No"
"466378262401155","2004940-79889140-expense","Report Expenses","expense","466378261700655","No"
"466378262401156","2153294-79889117-arrived","Arrived at Stop","arrived","466378261700656","Yes"
"466378262401157","2153294-79889117-pickupAtRamp","Pickup Ramp","pickupAtRamp","466378261700656","Yes"
"466378262401158","2153294-79889117-reportJ1","J1 Report","reportJ1","466378261700656","Yes"
"466378262401159","2153294-79889117-departed","Departed from Stop","departed","466378261700656","Yes"
"466378262401160","2004940-79889118-arrived","Arrived at Stop","arrived","466378261700657","Yes"
"466378262401161","2004940-79889118-dropLoaded","Drop Loaded","dropLoaded","466378261700657","Yes"
"466378262401162","2004940-79889118-paperworkReference","Paperwork","paperworkReference","466378261700657","No"
"466378262401163","2004940-79889118-departed","Departed from Stop","departed","466378261700657","No"
"466378262401164","2004940-79889118-expense","Report Expenses","expense","466378261700657","No"
"466378262401165","2153294-79889149-arrived","Arrived at Stop","arrived","466378261700658","Yes"
"466378262401166","2153294-79889149-pickupAtRamp","Pickup Ramp","pickupAtRamp","466378261700658","Yes"
"466378262401167","2153294-79889149-reportJ1","J1 Report","reportJ1","466378261700658","Yes"
"466378262401168","2153294-79889149-departed","Departed from Stop","departed","466378261700658","Yes"
"466378262401169","2004940-79889150-arrived","Arrived at Stop","arrived","466378261700659","Yes"
"466378262401170","2004940-79889150-dropLoaded","Drop Loaded","dropLoaded","466378261700659","Yes"
"466378262401171","2004940-79889150-paperworkReference","Paperwork","paperworkReference","466378261700659","Yes"
"466378262401172","2004940-79889150-departed","Departed from Stop","departed","466378261700659","Yes"
"466378262401173","2004940-79889150-expense","Report Expenses","expense","466378261700659","Yes"
"466378262401190","2153294-79889145-arrived","Arrived at Stop","arrived","466378261700664","No"
"466378262401191","2153294-79889145-pickupAtRamp","Pickup Ramp","pickupAtRamp","466378261700664","No"
"466378262401192","2153294-79889145-reportJ1","J1 Report","reportJ1","466378261700664","No"
"466378262401193","2153294-79889145-departed","Departed from Stop","departed","466378261700664","No"
"466378262401194","2004940-79889146-arrived","Arrived at Stop","arrived","466378261700665","No"
"466378262401195","2004940-79889146-dropLoaded","Drop Loaded","dropLoaded","466378261700665","No"
"466378262401196","2004940-79889146-paperworkReference","Paperwork","paperworkReference","466378261700665","No"
"466378262401197","2004940-79889146-departed","Departed from Stop","departed","466378261700665","No"
"466378262401198","2004940-79889146-expense","Report Expenses","expense","466378261700665","No"
"468960701500134","90347-50953889-arrived","Arrived at Stop","arrived","468960701000986","No"
